Date,locSpecial,locPremium,locWellMilled,locRegular,impSpecial,impPremium,impWellMilled,impRegular,fuel,exchange
2017-03-26,62.0,55.0,45.0,40.0,55.0,48.0,43.5,40.0,,
2017-03-27,62.0,55.0,45.0,40.0,55.0,48.0,43.5,40.0,30.1,50.17599868774414
2017-03-28,62.0,55.0,45.0,40.0,55.0,48.0,43.5,40.0,,49.9900016784668
2017-03-29,62.0,55.0,45.0,40.0,55.0,48.0,43.5,40.0,,50.03200149536133
2017-03-30,62.0,55.0,45.0,40.0,55.0,48.0,43.5,40.0,,50.0620002746582
2017-03-31,62.0,55.0,45.0,40.0,55.0,48.0,43.5,40.0,,50.07099914550781
2017-04-01,62.0,55.0,45.0,40.0,55.0,48.0,43.5,40.0,,
2017-04-02,62.0,55.0,45.0,40.0,55.0,48.0,43.5,40.0,,
2017-04-03,62.0,55.0,45.0,40.0,55.0,48.0,43.5,40.0,30.5,50.16400146484375
2017-04-04,62.0,55.0,45.0,40.0,55.0,48.0,43.5,40.0,,49.9900016784668
2017-04-05,62.0,55.0,45.0,40.0,55.0,48.0,43.5,40.0,,50.08000183105469
2017-04-06,62.0,55.0,45.0,40.0,55.0,48.0,43.5,40.0,,49.99499893188477
2017-04-07,62.0,55.0,45.0,40.0,55.0,48.0,43.5,40.0,,50.03900146484375
2017-04-08,62.5,55.5,45.5,40.5,55.5,48.5,44.0,40.5,,
2017-04-09,62.5,55.5,45.5,40.5,55.5,48.5,44.0,40.5,,
2017-04-10,62.5,55.5,45.5,40.5,55.5,48.5,44.0,40.5,31.6,48.84199905395508
2017-04-11,62.5,55.5,45.5,40.5,55.5,48.5,44.0,40.5,,49.40999984741211
2017-04-12,62.5,55.5,45.5,40.5,55.5,48.5,44.0,40.5,,49.49700164794922
2017-04-13,62.5,55.5,45.5,40.5,55.5,48.5,44.0,40.5,,49.28300094604492
2017-04-14,62.5,55.5,45.5,40.5,55.5,48.5,44.0,40.5,,49.41500091552734
2017-04-15,63.0,56.0,46.0,41.0,56.0,49.0,44.5,41.0,,
2017-04-16,63.0,56.0,46.0,41.0,56.0,49.0,44.5,41.0,,
2017-04-17,63.0,56.0,46.0,41.0,56.0,49.0,44.5,41.0,32.1,49.43399810791016
2017-04-18,63.0,56.0,46.0,41.0,56.0,49.0,44.5,41.0,,49.54000091552734
2017-04-19,63.0,56.0,46.0,41.0,56.0,49.0,44.5,41.0,,49.54199981689453
2017-04-20,63.0,56.0,46.0,41.0,56.0,49.0,44.5,41.0,,49.59400177001953
2017-04-21,63.0,56.0,46.0,41.0,56.0,49.0,44.5,41.0,,49.68099975585938
2017-04-22,64.0,57.0,46.5,41.5,56.5,49.5,45.0,41.5,,
2017-04-23,64.0,57.0,46.5,41.5,56.5,49.5,45.0,41.5,,
2017-04-24,64.0,57.0,46.5,41.5,56.5,49.5,45.0,41.5,31.4,49.8390007019043
2017-04-25,64.0,57.0,46.5,41.5,56.5,49.5,45.0,41.5,,49.68000030517578
2017-04-26,64.0,57.0,46.5,41.5,56.5,49.5,45.0,41.5,,49.51599884033203
2017-04-27,64.0,57.0,46.5,41.5,56.5,49.5,45.0,41.5,,49.74399948120117
2017-04-28,64.0,57.0,46.5,41.5,56.5,49.5,45.0,41.5,,49.82899856567383
2017-04-29,64.0,57.0,46.5,41.5,56.5,49.5,45.0,41.5,,
2017-04-30,64.0,57.0,46.5,41.5,56.5,49.5,45.0,41.5,,
2017-05-01,64.0,57.0,46.5,41.5,56.5,49.5,45.0,41.5,30.7,50.20399856567383
2017-05-02,64.0,57.0,46.5,41.5,56.5,49.5,45.0,41.5,,50.01699829101562
2017-05-03,64.0,57.0,46.5,41.5,56.5,49.5,45.0,41.5,,49.88899993896484
2017-05-04,64.0,57.0,46.5,41.5,56.5,49.5,45.0,41.5,,49.82899856567383
2017-05-05,64.0,57.0,46.5,41.5,56.5,49.5,45.0,41.5,,49.7599983215332
2017-05-06,64.0,57.0,46.5,41.5,56.5,49.5,45.0,41.5,,
2017-05-07,64.0,57.0,46.5,41.5,56.5,49.5,45.0,41.5,,
2017-05-08,64.5,57.5,47.0,42.0,57.0,50.0,45.5,42.0,29.6,49.74399948120117
2017-05-09,64.5,57.5,47.0,42.0,57.0,50.0,45.5,42.0,,49.75
2017-05-10,64.5,57.5,47.0,42.0,57.0,50.0,45.5,42.0,,49.86000061035156
2017-05-11,64.5,57.5,47.0,42.0,57.0,50.0,45.5,42.0,,49.77299880981445
2017-05-12,64.5,57.5,47.0,42.0,57.0,50.0,45.5,42.0,,49.80199813842773
2017-05-13,64.5,57.5,47.0,42.0,57.0,50.0,45.5,42.0,,
2017-05-14,64.5,57.5,47.0,42.0,57.0,50.0,45.5,42.0,,
2017-05-15,65.0,58.0,47.5,42.5,57.0,50.0,45.8,42.3,30.4,49.69699859619141
2017-05-16,65.0,58.0,47.5,42.5,57.0,50.0,45.8,42.3,,49.5099983215332
2017-05-17,65.0,58.0,47.5,42.5,57.0,50.0,45.8,42.3,,49.51699829101562
2017-05-18,65.0,58.0,47.5,42.5,57.0,50.0,45.8,42.3,,49.65499877929688
2017-05-19,65.0,58.0,47.5,42.5,57.0,50.0,45.8,42.3,,49.70500183105469
2017-05-20,65.0,58.0,47.5,42.5,57.0,50.0,45.8,42.3,,
2017-05-21,65.0,58.0,47.5,42.5,57.0,50.0,45.8,42.3,,
2017-05-22,65.5,58.5,48.0,43.0,57.5,50.5,46.0,42.5,30.8,49.68199920654297
2017-05-23,65.5,58.5,48.0,43.0,57.5,50.5,46.0,42.5,,49.61800003051758
2017-05-24,65.5,58.5,48.0,43.0,57.5,50.5,46.0,42.5,,49.76800155639648
2017-05-25,65.5,58.5,48.0,43.0,57.5,50.5,46.0,42.5,,49.84700012207031
2017-05-26,65.5,58.5,48.0,43.0,57.5,50.5,46.0,42.5,,49.81399917602539
2017-05-27,65.5,58.5,48.0,43.0,57.5,50.5,46.0,42.5,,
2017-05-28,65.5,58.5,48.0,43.0,57.5,50.5,46.0,42.5,,
2017-05-29,65.5,58.5,48.0,43.0,57.5,50.5,46.0,42.5,30.4,49.74900054931641
2017-05-30,65.5,58.5,48.0,43.0,57.5,50.5,46.0,42.5,,49.67699813842773
2017-05-31,65.5,58.5,48.0,43.0,57.5,50.5,46.0,42.5,,49.69400024414062
2017-06-01,65.5,58.5,48.0,43.0,57.5,50.5,46.0,42.5,,49.78400039672852
2017-06-02,65.5,58.5,48.0,43.0,57.5,50.5,46.0,42.5,,49.65999984741211
2017-06-03,65.5,58.5,48.0,43.0,57.5,50.5,46.0,42.5,,
2017-06-04,65.5,58.5,48.0,43.0,57.5,50.5,46.0,42.5,,
2017-06-05,65.5,58.5,48.0,43.0,57.5,50.5,46.0,42.5,29.8,49.61700057983398
2017-06-06,65.5,58.5,48.0,43.0,57.5,50.5,46.0,42.5,,49.27500152587891
2017-06-07,65.5,58.5,48.0,43.0,57.5,50.5,46.0,42.5,,49.36000061035156
2017-06-08,66.0,59.0,48.5,43.5,58.0,51.0,46.5,43.0,,49.35300064086914
2017-06-09,66.0,59.0,48.5,43.5,58.0,51.0,46.5,43.0,,49.40800094604492
2017-06-10,66.0,59.0,48.5,43.5,58.0,51.0,46.5,43.0,,
2017-06-11,66.0,59.0,48.5,43.5,58.0,51.0,46.5,43.0,,
2017-06-12,66.0,59.0,48.5,43.5,58.0,51.0,46.5,43.0,29.2,49.49599838256836
2017-06-13,66.0,59.0,48.5,43.5,58.0,51.0,46.5,43.0,,49.39599990844727
2017-06-14,66.0,59.0,48.5,43.5,58.0,51.0,46.5,43.0,,49.40499877929688
2017-06-15,66.0,59.0,48.5,43.5,58.0,51.0,46.5,43.0,,49.37400054931641
2017-06-16,66.0,59.0,48.5,43.5,58.0,51.0,46.5,43.0,,49.72100067138672
2017-06-17,66.0,59.0,48.5,43.5,58.0,51.0,46.5,43.0,,
2017-06-18,66.0,59.0,48.5,43.5,58.0,51.0,46.5,43.0,,
2017-06-19,66.0,59.0,48.5,43.5,58.0,51.0,46.5,43.0,28.3,49.84999847412109
2017-06-20,66.0,59.0,48.5,43.5,58.0,51.0,46.5,43.0,,49.86000061035156
2017-06-21,66.0,59.0,48.5,43.5,58.0,51.0,46.5,43.0,,49.95199966430664
2017-06-22,66.5,59.5,49.0,44.0,58.5,51.5,47.0,43.5,,50.15399932861328
2017-06-23,66.5,59.5,49.0,44.0,58.5,51.5,47.0,43.5,,50.20000076293945
2017-06-24,66.5,59.5,49.0,44.0,58.5,51.5,47.0,43.5,,
2017-06-25,66.5,59.5,49.0,44.0,58.5,51.5,47.0,43.5,,
2017-06-26,66.5,59.5,49.0,44.0,58.5,51.5,47.0,43.5,28.3,50.0099983215332
2017-06-27,66.5,59.5,49.0,44.0,58.5,51.5,47.0,43.5,,50.10400009155273
2017-06-28,66.5,59.5,49.0,44.0,58.5,51.5,47.0,43.5,,50.21900177001953
2017-06-29,66.5,59.5,49.0,44.0,58.5,51.5,47.0,43.5,,50.375
2017-06-30,66.5,59.5,49.0,44.0,58.5,51.5,47.0,43.5,,50.41799926757812
2017-07-01,66.5,59.5,49.0,44.0,58.5,51.5,47.0,43.5,,
2017-07-02,66.5,59.5,49.0,44.0,58.5,51.5,47.0,43.5,,
2017-07-03,66.5,59.5,49.0,44.0,58.5,51.5,47.0,43.5,29.0,50.38600158691406
2017-07-04,66.5,59.5,49.0,44.0,58.5,51.5,47.0,43.5,,50.42599868774414
2017-07-05,66.5,59.5,49.0,44.0,58.5,51.5,47.0,43.5,,50.32600021362305
2017-07-06,66.5,59.5,49.0,44.0,58.5,51.5,47.0,43.5,,50.36600112915039
2017-07-07,66.5,59.5,49.0,44.0,58.5,51.5,47.0,43.5,,50.54100036621094
2017-07-08,67.0,60.0,49.5,44.5,59.0,52.0,47.5,44.0,,
2017-07-09,67.0,60.0,49.5,44.5,59.0,52.0,47.5,44.0,,
2017-07-10,67.0,60.0,49.5,44.5,59.0,52.0,47.5,44.0,29.7,50.61800003051758
2017-07-11,67.0,60.0,49.5,44.5,59.0,52.0,47.5,44.0,,
2017-07-12,67.0,60.0,49.5,44.5,59.0,52.0,47.5,44.0,,50.61299896240234
2017-07-13,67.0,60.0,49.5,44.5,59.0,52.0,47.5,44.0,,50.33200073242188
2017-07-14,67.0,60.0,49.5,44.5,59.0,52.0,47.5,44.0,,50.43999862670898
2017-07-15,67.0,60.0,49.5,44.5,59.0,52.0,47.5,44.0,,
2017-07-16,67.0,60.0,49.5,44.5,59.0,52.0,47.5,44.0,,
2017-07-17,67.0,60.0,49.5,44.5,59.0,52.0,47.5,44.0,29.3,50.51399993896484
2017-07-18,67.0,60.0,49.5,44.5,59.0,52.0,47.5,44.0,,50.55799865722656
2017-07-19,67.0,60.0,49.5,44.5,59.0,52.0,47.5,44.0,,50.63800048828125
2017-07-20,67.0,60.0,49.5,44.5,59.0,52.0,47.5,44.0,,50.80500030517578
2017-07-21,67.0,60.0,49.5,44.5,59.0,52.0,47.5,44.0,,50.52999877929688
2017-07-22,67.5,60.5,50.0,45.0,59.5,52.5,48.0,44.5,,
2017-07-23,67.5,60.5,50.0,45.0,59.5,52.5,48.0,44.5,,
2017-07-24,67.5,60.5,50.0,45.0,59.5,52.5,48.0,44.5,29.95,50.6619987487793
2017-07-25,67.5,60.5,50.0,45.0,59.5,52.5,48.0,44.5,,50.60800170898438
2017-07-26,67.5,60.5,50.0,45.0,59.5,52.5,48.0,44.5,,50.42399978637695
2017-07-27,67.5,60.5,50.0,45.0,59.5,52.5,48.0,44.5,,50.48699951171875
2017-07-28,67.5,60.5,50.0,45.0,59.5,52.5,48.0,44.5,,50.42599868774414
2017-07-29,67.5,60.5,50.0,45.0,59.5,52.5,48.0,44.5,,
2017-07-30,67.5,60.5,50.0,45.0,59.5,52.5,48.0,44.5,,
2017-07-31,67.5,60.5,50.0,45.0,59.5,52.5,48.0,44.5,30.45,50.53799819946289
2017-08-01,67.5,60.5,50.0,45.0,59.5,52.5,48.0,44.5,,50.33200073242188
2017-08-02,67.5,60.5,50.0,45.0,59.5,52.5,48.0,44.5,,50.29499816894531
2017-08-03,67.5,60.5,50.0,45.0,59.5,52.5,48.0,44.5,,50.26800155639648
2017-08-04,67.5,60.5,50.0,45.0,59.5,52.5,48.0,44.5,,50.17300033569336
2017-08-05,67.5,60.5,50.0,45.0,59.5,52.5,48.0,44.5,,
2017-08-06,67.5,60.5,50.0,45.0,59.5,52.5,48.0,44.5,,
2017-08-07,67.5,60.5,50.0,45.0,59.5,52.5,48.0,44.5,30.95,50.33200073242188
2017-08-08,68.0,61.0,50.5,45.5,60.0,53.0,48.5,45.0,,50.23300170898438
2017-08-09,68.0,61.0,50.5,45.5,60.0,53.0,48.5,45.0,,50.40499877929688
2017-08-10,68.0,61.0,50.5,45.5,60.0,53.0,48.5,45.0,,50.51200103759766
2017-08-11,68.0,61.0,50.5,45.5,60.0,53.0,48.5,45.0,,50.74800109863281
2017-08-12,68.0,61.0,50.5,45.5,60.0,53.0,48.5,45.0,,
2017-08-13,68.0,61.0,50.5,45.5,60.0,53.0,48.5,45.0,,
2017-08-14,68.0,61.0,50.5,45.5,60.0,53.0,48.5,45.0,30.55,50.99300003051758
2017-08-15,68.0,61.0,50.5,45.5,60.0,53.0,48.5,45.0,,51.11399841308594
2017-08-16,68.0,61.0,50.5,45.5,60.0,53.0,48.5,45.0,,51.30400085449219
2017-08-17,68.0,61.0,50.5,45.5,60.0,53.0,48.5,45.0,,51.23899841308594
2017-08-18,68.0,61.0,50.5,45.5,60.0,53.0,48.5,45.0,,51.24700164794922
2017-08-19,68.0,61.0,50.5,45.5,60.0,53.0,48.5,45.0,,
2017-08-20,68.0,61.0,50.5,45.5,60.0,53.0,48.5,45.0,,
2017-08-21,68.0,61.0,50.5,45.5,60.0,53.0,48.5,45.0,30.95,51.38299942016602
2017-08-22,68.5,61.5,51.0,46.0,60.5,53.5,49.0,45.5,,51.35699844360352
2017-08-23,68.5,61.5,51.0,46.0,60.5,53.5,49.0,45.5,,51.16799926757812
2017-08-24,68.5,61.5,51.0,46.0,60.5,53.5,49.0,45.5,,51.00199890136719
2017-08-25,68.5,61.5,51.0,46.0,60.5,53.5,49.0,45.5,,50.89199829101562
2017-08-26,68.5,61.5,51.0,46.0,60.5,53.5,49.0,45.5,,
2017-08-27,68.5,61.5,51.0,46.0,60.5,53.5,49.0,45.5,,
2017-08-28,68.5,61.5,51.0,46.0,60.5,53.5,49.0,45.5,31.55,51.00899887084961
2017-08-29,68.5,61.5,51.0,46.0,60.5,53.5,49.0,45.5,,50.80199813842773
2017-08-30,68.5,61.5,51.0,46.0,60.5,53.5,49.0,45.5,,51.04000091552734
2017-08-31,68.5,61.5,51.0,46.0,60.5,53.5,49.0,45.5,,51.02299880981445
2017-09-01,68.5,61.5,51.0,46.0,60.5,53.5,49.0,45.5,,51.04399871826172
2017-09-02,68.5,61.5,51.0,46.0,60.5,53.5,49.0,45.5,,
2017-09-03,68.5,61.5,51.0,46.0,60.5,53.5,49.0,45.5,,
2017-09-04,68.5,61.5,51.0,46.0,60.5,53.5,49.0,45.5,32.15,51.04499816894531
2017-09-05,68.5,61.5,51.0,46.0,60.5,53.5,49.0,45.5,,51.04700088500977
2017-09-06,68.5,61.5,51.0,46.0,60.5,53.5,49.0,45.5,,50.95999908447266
2017-09-07,68.5,61.5,51.0,46.0,60.5,53.5,49.0,45.5,,50.90399932861328
2017-09-08,68.0,61.0,50.5,45.5,60.0,53.0,48.5,45.0,,50.56999969482422
2017-09-09,68.0,61.0,50.5,45.5,60.0,53.0,48.5,45.0,,
2017-09-10,68.0,61.0,50.5,45.5,60.0,53.0,48.5,45.0,,
2017-09-11,68.0,61.0,50.5,45.5,60.0,53.0,48.5,45.0,32.8,50.81700134277344
2017-09-12,68.0,61.0,50.5,45.5,60.0,53.0,48.5,45.0,,50.77500152587891
2017-09-13,68.0,61.0,50.5,45.5,60.0,53.0,48.5,45.0,,50.77000045776367
2017-09-14,68.0,61.0,50.5,45.5,60.0,53.0,48.5,45.0,,50.95999908447266
2017-09-15,68.0,61.0,50.5,45.5,60.0,53.0,48.5,45.0,,51.14500045776367
2017-09-16,68.0,61.0,50.5,45.5,60.0,53.0,48.5,45.0,,
2017-09-17,68.0,61.0,50.5,45.5,60.0,53.0,48.5,45.0,,
2017-09-18,67.5,60.5,50.0,45.0,59.5,52.5,48.0,44.5,33.4,51.28400039672852
2017-09-19,67.5,60.5,50.0,45.0,59.5,52.5,48.0,44.5,,51.08399963378906
2017-09-20,67.5,60.5,50.0,45.0,59.5,52.5,48.0,44.5,,50.8650016784668
2017-09-21,67.5,60.5,50.0,45.0,59.5,52.5,48.0,44.5,,50.81399917602539
2017-09-22,67.5,60.5,50.0,45.0,59.5,52.5,48.0,44.5,,50.8650016784668
2017-09-23,67.5,60.5,50.0,45.0,59.5,52.5,48.0,44.5,,
2017-09-24,67.5,60.5,50.0,45.0,59.5,52.5,48.0,44.5,,
2017-09-25,67.5,60.5,50.0,45.0,59.5,52.5,48.0,44.5,33.4,50.57400131225586
2017-09-26,67.5,60.5,50.0,45.0,59.5,52.5,48.0,44.5,,50.68500137329102
2017-09-27,67.5,60.5,50.0,45.0,59.5,52.5,48.0,44.5,,50.79499816894531
2017-09-28,67.5,60.5,50.0,45.0,59.5,52.5,48.0,44.5,,50.92499923706055
2017-09-29,67.5,60.5,50.0,45.0,59.5,52.5,48.0,44.5,,50.74900054931641
2017-09-30,67.5,60.5,50.0,45.0,59.5,52.5,48.0,44.5,,
2017-10-01,67.5,60.5,50.0,45.0,59.5,52.5,48.0,44.5,,
2017-10-02,67.5,60.5,50.0,45.0,59.5,52.5,48.0,44.5,32.8,50.87799835205078
2017-10-03,67.5,60.5,50.0,45.0,59.5,52.5,48.0,44.5,,50.96200180053711
2017-10-04,67.5,60.5,50.0,45.0,59.5,52.5,48.0,44.5,,50.92300033569336
2017-10-05,67.0,60.0,49.5,44.5,59.0,52.0,47.5,44.0,,50.86299896240234
2017-10-06,67.0,60.0,49.5,44.5,59.0,52.0,47.5,44.0,,50.88700103759766
2017-10-07,67.0,60.0,49.5,44.5,59.0,52.0,47.5,44.0,,
2017-10-08,67.0,60.0,49.5,44.5,59.0,52.0,47.5,44.0,,
2017-10-09,67.0,60.0,49.5,44.5,59.0,52.0,47.5,44.0,32.8,51.2140007019043
2017-10-10,67.0,60.0,49.5,44.5,59.0,52.0,47.5,44.0,,51.09999847412109
2017-10-11,67.0,60.0,49.5,44.5,59.0,52.0,47.5,44.0,,51.31900024414062
2017-10-12,66.5,59.5,49.0,44.0,58.5,51.5,47.0,43.5,,51.23799896240234
2017-10-13,66.5,59.5,49.0,44.0,58.5,51.5,47.0,43.5,,51.36999893188477
2017-10-14,66.5,59.5,49.0,44.0,58.5,51.5,47.0,43.5,,
2017-10-15,66.5,59.5,49.0,44.0,58.5,51.5,47.0,43.5,,
2017-10-16,66.5,59.5,49.0,44.0,58.5,51.5,47.0,43.5,32.15,51.27799987792969
2017-10-17,66.5,59.5,49.0,44.0,58.5,51.5,47.0,43.5,,51.15000152587891
2017-10-18,66.5,59.5,49.0,44.0,58.5,51.5,47.0,43.5,,51.20600128173828
2017-10-19,66.0,59.0,48.5,43.5,58.0,51.0,46.5,43.0,,51.25
2017-10-20,66.0,59.0,48.5,43.5,58.0,51.0,46.5,43.0,,51.38100051879883
2017-10-21,66.0,59.0,48.5,43.5,58.0,51.0,46.5,43.0,,
2017-10-22,66.0,59.0,48.5,43.5,58.0,51.0,46.5,43.0,,
2017-10-23,66.0,59.0,48.5,43.5,58.0,51.0,46.5,43.0,32.4,51.53200149536133
2017-10-24,66.0,59.0,48.5,43.5,58.0,51.0,46.5,43.0,,51.38600158691406
2017-10-25,66.0,59.0,48.5,43.5,58.0,51.0,46.5,43.0,,51.65999984741211
2017-10-26,65.5,58.5,48.0,43.0,57.5,50.5,46.0,42.5,,51.58499908447266
2017-10-27,65.5,58.5,48.0,43.0,57.5,50.5,46.0,42.5,,51.87200164794922
2017-10-28,65.5,58.5,48.0,43.0,57.5,50.5,46.0,42.5,,
2017-10-29,65.5,58.5,48.0,43.0,57.5,50.5,46.0,42.5,,
2017-10-30,65.5,58.5,48.0,43.0,57.5,50.5,46.0,42.5,33.0,51.66799926757812
2017-10-31,65.5,58.5,48.0,43.0,57.5,50.5,46.0,42.5,,51.52899932861328
2017-11-01,65.5,58.5,48.0,43.0,57.5,50.5,46.0,42.5,,51.49499893188477
2017-11-02,65.5,58.5,48.0,43.0,57.5,50.5,46.0,42.5,,51.40499877929688
2017-11-03,65.5,58.5,48.0,43.0,57.5,50.5,46.0,42.5,,51.25600051879883
2017-11-04,65.5,58.5,48.0,43.0,57.5,50.5,46.0,42.5,,
2017-11-05,65.5,58.5,48.0,43.0,57.5,50.5,46.0,42.5,,
2017-11-06,65.5,58.5,48.0,43.0,57.5,50.5,46.0,42.5,34.1,51.27199935913086
2017-11-07,65.5,58.5,48.0,43.0,57.5,50.5,46.0,42.5,,51.17499923706055
2017-11-08,65.0,58.0,47.5,42.5,57.0,50.0,45.5,42.0,,51.17800140380859
2017-11-09,65.0,58.0,47.5,42.5,57.0,50.0,45.5,42.0,,51.13000106811523
2017-11-10,65.0,58.0,47.5,42.5,57.0,50.0,45.5,42.0,,51.21799850463867
2017-11-11,65.0,58.0,47.5,42.5,57.0,50.0,45.5,42.0,,
2017-11-12,65.0,58.0,47.5,42.5,57.0,50.0,45.5,42.0,,
2017-11-13,65.0,58.0,47.5,42.5,57.0,50.0,45.5,42.0,35.05,51.11199951171875
2017-11-14,65.0,58.0,47.5,42.5,57.0,50.0,45.5,42.0,,51.06600189208984
2017-11-15,64.5,57.5,47.0,42.0,56.5,49.5,45.0,41.5,,51.02999877929688
2017-11-16,64.5,57.5,47.0,42.0,56.5,49.5,45.0,41.5,,
2017-11-17,64.5,57.5,47.0,42.0,56.5,49.5,45.0,41.5,,50.625
2017-11-18,64.5,57.5,47.0,42.0,56.5,49.5,45.0,41.5,,
2017-11-19,64.5,57.5,47.0,42.0,56.5,49.5,45.0,41.5,,
2017-11-20,64.5,57.5,47.0,42.0,56.5,49.5,45.0,41.5,35.05,50.82099914550781
2017-11-21,64.5,57.5,47.0,42.0,56.5,49.5,45.0,41.5,,50.6510009765625
2017-11-22,64.0,57.0,46.5,41.5,56.0,49.0,44.5,41.0,,50.45999908447266
2017-11-23,64.0,57.0,46.5,41.5,56.0,49.0,44.5,41.0,,50.47999954223633
2017-11-24,64.0,57.0,46.5,41.5,56.0,49.0,44.5,41.0,,50.37200164794922
2017-11-25,64.0,57.0,46.5,41.5,56.0,49.0,44.5,41.0,,
2017-11-26,64.0,57.0,46.5,41.5,56.0,49.0,44.5,41.0,,
2017-11-27,64.0,57.0,46.5,41.5,56.0,49.0,44.5,41.0,35.05,50.62400054931641
2017-11-28,64.0,57.0,46.5,41.5,56.0,49.0,44.5,41.0,,50.15700149536133
2017-11-29,63.5,56.5,46.0,41.0,55.5,48.5,44.0,40.5,,50.2130012512207
2017-11-30,63.5,56.5,46.0,41.0,55.5,48.5,44.0,40.5,,50.13600158691406
2017-12-01,63.5,56.5,46.0,41.0,55.5,48.5,44.0,40.5,,50.13299942016602
2017-12-02,63.5,56.5,46.0,41.0,55.5,48.5,44.0,40.5,,
2017-12-03,63.5,56.5,46.0,41.0,55.5,48.5,44.0,40.5,,
2017-12-04,63.5,56.5,46.0,41.0,55.5,48.5,44.0,40.5,35.05,50.27999877929688
2017-12-05,63.5,56.5,46.0,41.0,55.5,48.5,44.0,40.5,,50.5369987487793
2017-12-06,63.5,56.5,46.0,41.0,55.5,48.5,44.0,40.5,,50.51300048828125
2017-12-07,63.5,56.5,46.0,41.0,55.5,48.5,44.0,40.5,,50.5890007019043
2017-12-08,64.0,57.0,46.5,41.5,56.0,49.0,44.5,41.0,,50.53099822998047
2017-12-09,64.0,57.0,46.5,41.5,56.0,49.0,44.5,41.0,,
2017-12-10,64.0,57.0,46.5,41.5,56.0,49.0,44.5,41.0,,
2017-12-11,64.0,57.0,46.5,41.5,56.0,49.0,44.5,41.0,34.55,50.48099899291992
2017-12-12,64.0,57.0,46.5,41.5,56.0,49.0,44.5,41.0,,50.22000122070312
2017-12-13,64.0,57.0,46.5,41.5,56.0,49.0,44.5,41.0,,50.34600067138672
2017-12-14,64.0,57.0,46.5,41.5,56.0,49.0,44.5,41.0,,50.36399841308594
2017-12-15,64.5,57.5,47.0,42.0,56.5,49.5,45.0,41.5,,50.29800033569336
2017-12-16,64.5,57.5,47.0,42.0,56.5,49.5,45.0,41.5,,
2017-12-17,64.5,57.5,47.0,42.0,56.5,49.5,45.0,41.5,,
2017-12-18,64.5,57.5,47.0,42.0,56.5,49.5,45.0,41.5,34.7,50.42800140380859
2017-12-19,64.5,57.5,47.0,42.0,56.5,49.5,45.0,41.5,,50.36899948120117
2017-12-20,64.5,57.5,47.0,42.0,56.5,49.5,45.0,41.5,,50.13600158691406
2017-12-21,64.5,57.5,47.0,42.0,56.5,49.5,45.0,41.5,,50.02000045776367
2017-12-22,65.0,58.0,47.5,42.5,57.0,50.0,45.5,42.0,,50.08499908447266
2017-12-23,65.0,58.0,47.5,42.5,57.0,50.0,45.5,42.0,,
2017-12-24,65.0,58.0,47.5,42.5,57.0,50.0,45.5,42.0,,
2017-12-25,65.0,58.0,47.5,42.5,57.0,50.0,45.5,42.0,34.7,50.09000015258789
2017-12-26,65.0,58.0,47.5,42.5,57.0,50.0,45.5,42.0,,49.81399917602539
2017-12-27,65.0,58.0,47.5,42.5,57.0,50.0,45.5,42.0,,49.80300140380859
2017-12-28,65.0,58.0,47.5,42.5,57.0,50.0,45.5,42.0,,49.73099899291992
2017-12-29,65.0,58.0,47.5,42.5,57.0,50.0,45.5,42.0,,49.75
2017-12-30,65.0,58.0,47.5,42.5,57.0,50.0,45.5,42.0,,
2017-12-31,65.0,58.0,47.5,42.5,57.0,50.0,45.5,42.0,,
2018-01-01,65.0,58.0,47.5,42.5,57.0,50.0,45.5,42.0,34.7,49.95399856567383
2018-01-02,65.0,58.0,47.5,42.5,57.0,50.0,45.5,42.0,,49.90999984741211
2018-01-03,65.0,58.0,47.5,42.5,57.0,50.0,45.5,42.0,,49.90999984741211
2018-01-04,65.0,58.0,47.5,42.5,57.0,50.0,45.5,42.0,,49.77000045776367
2018-01-05,65.0,58.0,47.5,42.5,57.0,50.0,45.5,42.0,,49.75199890136719
2018-01-06,65.5,58.5,48.0,43.0,57.5,50.5,46.0,42.5,,
2018-01-07,65.5,58.5,48.0,43.0,57.5,50.5,46.0,42.5,,
2018-01-08,65.5,58.5,48.0,43.0,57.5,50.5,46.0,42.5,35.4,49.79700088500977
2018-01-09,65.5,58.5,48.0,43.0,57.5,50.5,46.0,42.5,,50.0359992980957
2018-01-10,65.5,58.5,48.0,43.0,57.5,50.5,46.0,42.5,,50.17499923706055
2018-01-11,65.5,58.5,48.0,43.0,57.5,50.5,46.0,42.5,,50.30500030517578
2018-01-12,65.5,58.5,48.0,43.0,57.5,50.5,46.0,42.5,,50.24800109863281
2018-01-13,66.0,59.0,48.5,43.5,58.0,51.0,46.5,43.0,,
2018-01-14,66.0,59.0,48.5,43.5,58.0,51.0,46.5,43.0,,
2018-01-15,66.0,59.0,48.5,43.5,58.0,51.0,46.5,43.0,38.45,50.41899871826172
2018-01-16,66.0,59.0,48.5,43.5,58.0,51.0,46.5,43.0,,50.25500106811523
2018-01-17,66.0,59.0,48.5,43.5,58.0,51.0,46.5,43.0,,50.42300033569336
2018-01-18,66.0,59.0,48.5,43.5,58.0,51.0,46.5,43.0,,50.59500122070312
2018-01-19,66.0,59.0,48.5,43.5,58.0,51.0,46.5,43.0,,50.67900085449219
2018-01-20,66.5,59.5,49.0,44.0,58.5,51.5,47.0,43.5,,
