Date,source,impSpecial,impPremium,impWellMilled,impRegular,locSpecial,locPremium,locWellMilled,locRegular
2025-05-29,DA Daily Price Index,58.53,46.71,44.11,41.75,57.87,52.31,44.87,38.9
2025-05-30,DA Daily Price Index,58.53,46.22,42.57,39.82,57.78,50.91,44.18,38.0
2025-05-31,DA Daily Price Index,58.48,46.67,43.0,41.07,58.06,50.95,44.24,39.0
2025-06-01,DA Daily Price Index,62.0,45.2,43.0,41.07,55.8,52.22,46.33,38.25
2025-06-02,DA Daily Price Index,58.74,46.65,43.86,40.77,58.53,52.4,44.84,38.8
2025-06-03,DA Daily Price Index,58.65,46.66,42.55,40.33,57.77,52.08,44.92,38.27
2025-06-04,DA Daily Price Index,58.65,46.41,42.0,39.83,57.73,51.62,44.77,38.17
2025-06-05,DA Daily Price Index,58.74,45.9,42.5,40.25,57.95,51.11,44.48,37.74
2025-06-06,DA Daily Price Index,58.65,46.29,44.17,42.75,58.6,51.96,44.4,38.32
2025-06-07,DA Daily Price Index,61.43,45.71,43.33,38.0,58.5,50.05,44.6,38.67
2025-06-08,DA Daily Price Index,61.33,45.29,43.33,38.0,58.0,52.29,43.5,37.0
2025-06-09,DA Daily Price Index,58.65,46.79,42.57,40.86,57.8,51.87,44.8,38.28
2025-06-10,DA Daily Price Index,59.13,46.57,42.8,38.5,57.63,51.59,44.75,38.15
2025-06-11,DA Daily Price Index,59.13,46.48,42.83,38.54,57.74,51.33,44.6,38.05
2025-06-12,DA Daily Price Index,57.17,47.0,44.75,43.29,58.57,53.58,46.03,39.28
2025-06-13,DA Daily Price Index,58.2,46.86,44.17,41.62,57.63,51.61,44.38,38.24
2025-06-14,DA Daily Price Index,58.26,45.99,41.86,40.87,58.06,50.89,44.79,38.76
2025-06-15,DA Daily Price Index,56.0,45.25,41.86,40.87,57.0,51.75,44.0,36.67
2025-06-16,DA Daily Price Index,58.48,46.36,42.11,40.47,57.79,51.11,44.34,38.28
2025-06-17,DA Daily Price Index,58.48,46.01,44.17,41.14,58.39,50.48,43.35,37.56
2025-06-18,DA Daily Price Index,58.48,46.23,42.58,40.71,57.83,51.62,44.53,38.32
2025-06-19,DA Daily Price Index,58.44,45.65,42.91,41.07,57.66,50.69,44.04,37.81
2025-06-20,DA Daily Price Index,57.59,46.49,43.58,40.67,57.17,52.55,45.11,37.82
2025-06-21,DA Daily Price Index,58.44,45.73,42.4,40.26,56.75,50.61,44.2,37.64
2025-06-22,DA Daily Price Index,62.0,45.17,42.4,40.26,57.67,52.0,43.4,37.5
2025-06-23,DA Daily Price Index,58.71,46.28,42.74,39.86,57.48,51.27,44.23,38.25
2025-06-24,DA Daily Price Index,58.75,46.27,42.71,39.9,57.32,51.28,44.28,38.48
2025-06-25,DA Daily Price Index,58.71,46.26,42.89,39.86,57.38,51.32,44.32,38.24
2025-06-26,DA Daily Price Index,58.71,46.26,42.55,39.86,57.48,51.23,44.23,38.23
2025-06-27,DA Daily Price Index,58.71,46.4,42.69,40.81,57.43,51.75,44.86,38.41
2025-06-28,DA Daily Price Index,58.44,45.82,42.42,38.67,57.45,50.76,44.1,37.93
2025-06-29,DA Daily Price Index,61.5,44.83,40.0,38.67,57.67,52.0,43.0,37.5
2025-06-30,DA Daily Price Index,62.8,45.58,42.75,38.0,57.32,49.95,43.68,37.98
2025-07-01,DA Daily Price Index,58.77,45.96,42.9,39.17,57.57,50.96,44.06,38.25
2025-07-02,DA Daily Price Index,58.89,45.63,42.82,39.25,57.53,50.45,43.56,37.95
2025-07-03,DA Daily Price Index,56.28,45.98,43.92,39.39,57.62,51.15,44.15,38.56
2025-07-04,DA Daily Price Index,56.57,45.99,44.12,39.39,57.65,51.18,44.08,38.66
2025-07-05,DA Daily Price Index,53.26,45.37,44.33,38.11,57.86,50.16,43.96,38.14
2025-07-06,DA Daily Price Index,50.73,45.21,49.0,41.0,59.14,51.8,45.79,39.46
2025-07-07,DA Daily Price Index,55.59,45.7,44.91,39.29,57.68,51.08,44.07,38.65
2025-07-08,DA Daily Price Index,55.59,45.97,44.12,39.29,57.72,51.09,43.94,38.61
2025-07-09,DA Daily Price Index,56.13,45.97,44.12,39.29,57.7,51.03,43.94,38.61
2025-07-10,DA Daily Price Index,56.03,45.94,43.79,39.29,57.72,50.98,43.82,38.63
2025-07-11,DA Daily Price Index,56.27,45.91,43.79,39.29,57.72,50.98,43.82,38.63
2025-07-12,DA Daily Price Index,56.27,45.65,44.03,39.37,57.71,51.19,43.86,38.9
2025-07-13,DA Daily Price Index,62.0,45.0,40.0,39.37,58.0,51.83,44.17,37.8
2025-07-14,DA Daily Price Index,56.24,45.74,43.87,39.52,58.06,50.82,43.44,38.66
2025-07-15,DA Daily Price Index,53.29,46.08,44.19,39.03,57.35,50.94,43.7,38.58
2025-07-16,DA Daily Price Index,56.24,45.85,43.81,39.03,57.58,51.08,43.61,38.45
2025-07-17,DA Daily Price Index,56.47,45.89,43.63,39.19,57.55,51.04,43.72,38.41
2025-07-18,DA Daily Price Index,56.65,45.51,43.71,40.0,57.56,50.93,43.54,38.42
2025-07-19,DA Daily Price Index,56.38,45.33,43.61,37.8,57.97,51.38,43.86,38.72
2025-07-20,DA Daily Price Index,58.67,43.71,42.0,37.8,57.33,51.33,43.14,37.2
2025-07-21,DA Daily Price Index,56.12,45.17,43.41,39.28,57.56,51.0,43.61,38.45
2025-07-22,DA Daily Price Index,55.42,45.29,45.5,38.0,56.8,49.71,44.02,38.48
2025-07-23,DA Daily Price Index,56.12,44.94,43.7,39.32,57.34,51.1,44.0,38.56
2025-07-24,DA Daily Price Index,55.68,44.43,43.75,40.5,58.11,50.27,42.94,38.68
2025-07-25,DA Daily Price Index,55.28,44.84,44.35,39.13,58.17,51.43,43.95,38.98
2025-07-26,DA Daily Price Index,56.12,44.69,43.84,39.24,58.17,51.31,43.97,38.78
2025-07-27,DA Daily Price Index,62.0,43.83,40.0,39.24,56.83,51.0,43.33,37.8
2025-07-28,DA Daily Price Index,55.94,45.06,43.76,39.14,57.47,50.93,43.6,38.45
2025-07-29,DA Daily Price Index,55.94,45.12,43.95,39.1,57.57,50.81,43.48,38.41
2025-07-30,DA Daily Price Index,55.94,44.96,43.95,38.73,57.5,50.82,43.45,38.44
2025-07-31,DA Daily Price Index,55.68,44.84,43.95,38.24,57.4,50.85,43.54,38.55
2025-08-01,DA Daily Price Index,55.94,44.98,43.95,38.18,57.44,50.87,43.54,38.57
2025-08-02,DA Daily Price Index,55.94,45.07,44.11,39.13,57.93,51.39,43.7,39.01
2025-08-03,DA Daily Price Index,58.67,44.17,44.11,39.13,56.67,51.4,43.0,36.6
2025-08-04,DA Daily Price Index,55.94,44.83,44.18,38.18,57.42,50.84,43.39,38.54
2025-08-05,DA Daily Price Index,55.94,44.85,44.18,38.36,57.44,50.76,43.42,38.54
2025-08-06,DA Daily Price Index,55.94,44.82,44.2,38.31,57.45,50.76,43.4,38.55
2025-08-07,DA Daily Price Index,55.94,44.82,44.18,38.21,57.39,50.79,43.38,38.55
2025-08-08,DA Daily Price Index,55.94,44.79,44.2,38.21,57.38,50.77,43.38,38.5
2025-08-09,DA Daily Price Index,55.7,44.8,44.0,38.87,57.43,51.11,43.57,38.54
2025-08-10,DA Daily Price Index,62.0,43.5,44.0,38.87,56.83,51.0,43.5,37.8
2025-08-11,DA Daily Price Index,56.35,44.82,44.25,38.43,57.2,50.87,43.61,38.43
2025-08-12,DA Daily Price Index,55.94,45.09,44.15,38.11,57.18,50.93,43.73,38.48
2025-08-13,DA Daily Price Index,56.19,45.15,44.39,38.24,57.22,50.75,43.68,38.46
2025-08-14,DA Daily Price Index,56.44,44.98,44.17,38.11,57.21,50.68,43.46,38.29
2025-08-15,DA Daily Price Index,56.44,45.03,44.17,38.11,57.18,50.59,43.46,38.37
2025-08-16,DA Daily Price Index,56.44,45.14,44.35,37.89,57.11,50.83,43.53,38.55
2025-08-17,DA Daily Price Index,58.67,44.29,44.35,37.89,56.43,51.5,43.0,37.17
2025-08-18,DA Daily Price Index,56.44,45.22,44.17,38.8,57.56,50.83,43.66,38.47
2025-08-19,DA Daily Price Index,56.44,45.24,44.17,38.8,57.46,50.76,43.64,38.47
2025-08-20,DA Daily Price Index,56.15,45.25,44.16,37.9,57.04,50.48,43.44,38.36
2025-08-21,DA Daily Price Index,56.15,45.4,44.32,37.9,56.97,50.51,43.51,38.24
2025-08-22,DA Daily Price Index,56.15,45.35,44.32,37.9,57.03,50.44,43.51,38.28
2025-08-23,DA Daily Price Index,56.15,45.41,44.82,37.9,57.0,50.29,43.18,38.45
2025-08-24,DA Daily Price Index,61.67,45.14,42.0,42.0,57.29,51.0,43.14,38.33
2025-08-25,DA Daily Price Index,57.15,45.47,44.31,38.07,56.96,50.58,43.69,38.44
2025-08-26,DA Daily Price Index,57.15,45.41,43.9,38.17,57.0,50.26,43.48,38.21
2025-08-27,DA Daily Price Index,56.92,45.31,43.9,36.48,57.02,50.02,43.51,38.12
2025-08-28,DA Daily Price Index,56.1,45.38,44.5,38.38,57.1,50.45,43.62,38.35
2025-08-29,DA Daily Price Index,56.1,45.45,44.5,38.27,57.09,50.44,43.75,38.22
2025-08-30,DA Daily Price Index,58.52,45.56,42.29,37.32,56.94,50.12,43.21,37.85
2025-08-31,DA Daily Price Index,60.67,44.86,42.29,42.0,56.57,51.0,43.14,38.0
2025-09-01,DA Daily Price Index,56.68,45.48,45.0,38.82,57.23,50.48,43.48,37.94
2025-09-02,DA Daily Price Index,56.82,45.54,44.81,38.41,57.23,49.96,43.28,37.99
2025-09-03,DA Daily Price Index,56.82,45.69,44.81,38.41,57.21,50.04,43.25,38.01
2025-09-04,DA Daily Price Index,56.85,45.76,44.81,38.64,57.16,50.01,43.2,38.01
2025-09-05,DA Daily Price Index,56.85,45.79,44.81,38.75,57.15,50.01,43.19,38.01
2025-09-06,DA Daily Price Index,56.85,45.85,44.81,38.75,57.16,50.01,43.16,38.01
2025-09-07,DA Daily Price Index,60.67,44.86,44.81,36.0,57.0,48.5,43.0,37.8
2025-09-08,DA Daily Price Index,56.85,45.9,44.71,38.07,57.07,49.98,43.3,37.97
2025-09-09,DA Daily Price Index,56.85,45.83,46.0,38.07,57.1,49.97,43.25,38.01
2025-09-10,DA Daily Price Index,56.85,45.81,45.07,38.07,57.11,49.97,43.3,37.98
2025-09-11,DA Daily Price Index,57.0,45.76,45.14,38.13,57.12,49.69,43.18,37.95
2025-09-12,DA Daily Price Index,57.0,45.78,45.57,38.07,57.15,49.79,43.15,37.95
2025-09-13,DA Daily Price Index,57.0,45.78,45.57,38.07,57.15,49.79,43.15,37.95
2025-09-14,DA Daily Price Index,57.33,44.71,45.57,36.0,56.83,50.67,43.29,36.6
2025-09-15,DA Daily Price Index,57.34,45.75,46.09,38.07,57.12,49.74,43.15,37.95
2025-09-16,DA Daily Price Index,57.19,45.78,46.09,38.07,57.09,49.75,43.14,37.97
2025-09-17,DA Daily Price Index,58.06,45.88,42.57,37.46,57.09,49.69,43.06,37.87
2025-09-18,DA Daily Price Index,58.06,45.88,43.67,37.46,57.03,49.79,43.04,37.89
2025-09-19,DA Daily Price Index,58.06,45.9,43.67,37.56,57.04,49.68,43.04,37.89
2025-09-20,DA Daily Price Index,57.65,45.65,44.67,37.71,57.21,49.59,43.05,37.77
2025-09-21,DA Daily Price Index,61.67,45.0,44.67,39.0,58.0,48.83,42.0,37.33
2025-09-22,DA Daily Price Index,58.88,45.94,43.67,37.56,56.89,49.91,42.78,37.6
2025-09-23,DA Daily Price Index,58.45,46.01,43.25,37.32,57.17,49.38,42.79,37.76
2025-09-24,DA Daily Price Index,58.41,45.93,43.67,37.64,57.06,49.56,43.16,37.82
2025-09-25,DA Daily Price Index,58.41,45.99,42.8,37.75,57.04,49.6,43.11,37.78
2025-09-26,DA Daily Price Index,58.41,46.02,42.75,38.24,57.44,50.33,43.45,38.14
2025-09-27,DA Daily Price Index,58.41,46.24,42.8,37.74,57.16,49.7,42.92,37.62
2025-09-28,DA Daily Price Index,60.67,45.0,42.8,39.0,56.71,49.83,43.14,38.33
2025-09-29,DA Daily Price Index,58.41,46.01,42.75,38.24,57.44,49.94,43.36,38.01
2025-09-30,DA Daily Price Index,58.41,46.02,42.8,37.75,57.02,49.6,43.16,37.64
2025-10-01,DA Daily Price Index,58.41,45.76,42.8,37.75,57.14,49.89,43.28,37.73
2025-10-02,DA Daily Price Index,57.91,46.03,42.8,38.0,57.02,49.57,43.12,37.59
2025-10-03,DA Daily Price Index,57.91,46.01,42.75,38.14,57.46,49.87,43.33,37.9
2025-10-04,DA Daily Price Index,57.47,46.18,42.75,38.0,57.36,49.89,43.34,37.94
2025-10-05,DA Daily Price Index,57.5,45.55,42.75,41.67,57.0,51.3,43.27,39.3
2025-10-06,DA Daily Price Index,57.32,46.08,42.75,39.06,57.01,49.51,43.09,37.52
2025-10-07,DA Daily Price Index,56.97,46.2,44.0,38.58,57.04,49.07,43.3,37.41
2025-10-08,DA Daily Price Index,58.8,46.22,44.0,38.85,57.15,49.03,43.23,37.34
2025-10-09,DA Daily Price Index,56.97,46.47,44.0,39.45,57.11,49.31,43.35,37.2
2025-10-10,DA Daily Price Index,57.11,46.44,43.6,39.39,57.1,49.61,43.4,37.22
2025-10-11,DA Daily Price Index,57.51,46.87,42.2,39.4,56.69,50.2,43.75,37.4
2025-10-12,DA Daily Price Index,59.27,50.56,42.2,40.5,57.94,50.24,44.69,36.92
2025-10-13,DA Daily Price Index,57.65,46.61,42.6,39.67,57.03,48.56,42.99,37.2
2025-10-14,DA Daily Price Index,58.58,46.82,42.6,39.32,56.97,49.11,43.07,37.09
2025-10-15,DA Daily Price Index,57.45,46.89,42.6,39.32,56.96,49.07,42.95,37.16
2025-10-16,DA Daily Price Index,57.45,47.08,42.6,39.32,56.96,49.07,42.96,37.18
2025-10-17,DA Daily Price Index,57.38,47.02,40.67,39.2,56.9,48.41,42.83,37.16
2025-10-18,DA Daily Price Index,56.89,47.35,42.75,39.12,57.2,49.7,43.44,37.55
2025-10-19,DA Daily Price Index,59.2,45.71,42.0,38.29,57.76,49.59,43.15,37.08
2025-10-20,DA Daily Price Index,57.3,47.44,42.6,39.0,56.93,49.03,42.97,37.22
2025-10-21,DA Daily Price Index,57.38,47.44,43.75,39.0,57.04,49.11,42.97,37.25
2025-10-22,DA Daily Price Index,57.68,47.57,43.75,39.1,56.98,49.14,42.97,37.25
2025-10-23,DA Daily Price Index,57.54,48.34,41.8,39.1,56.94,48.87,42.65,37.47
2025-10-24,DA Daily Price Index,57.75,48.14,41.83,39.29,56.91,48.58,42.32,37.33
2025-10-25,DA Daily Price Index,57.61,48.33,41.83,37.38,56.71,48.41,42.4,37.29
2025-10-26,DA Daily Price Index,59.4,46.56,41.83,37.67,57.25,47.0,41.44,36.57
2025-10-27,DA Daily Price Index,56.97,48.12,41.8,39.21,57.24,49.0,42.32,37.08
2025-10-28,DA Daily Price Index,57.42,48.38,41.83,39.55,57.08,48.49,42.23,37.06
2025-10-29,DA Daily Price Index,57.9,48.45,41.83,39.55,57.01,48.5,42.2,37.04
2025-10-30,DA Daily Price Index,58.06,48.57,41.83,39.55,56.99,48.64,42.22,37.13
2025-10-31,DA Daily Price Index,58.13,48.62,41.83,39.55,57.25,48.71,42.21,37.07
2025-11-01,DA Daily Price Index,58.1,48.23,41.0,39.55,57.2,48.56,42.29,37.15
2025-11-02,DA Daily Price Index,59.5,47.92,42.0,40.8,57.25,47.83,42.1,37.67
2025-11-03,DA Daily Price Index,57.9,48.65,41.83,39.55,57.07,48.63,42.19,37.0
2025-11-04,DA Daily Price Index,58.07,48.62,40.0,39.55,57.02,48.59,42.24,37.02
2025-11-05,DA Daily Price Index,58.07,48.72,40.29,39.55,57.02,48.59,42.24,37.02
2025-11-06,DA Daily Price Index,58.29,48.89,40.29,39.55,56.99,48.59,42.26,37.02
2025-11-07,DA Daily Price Index,58.29,48.94,40.29,39.55,56.93,48.32,42.22,37.02
2025-11-08,DA Daily Price Index,58.28,48.86,40.29,39.55,57.14,48.4,42.23,36.99
2025-11-09,DA Daily Price Index,59.67,49.27,42.0,40.5,58.17,48.67,42.6,37.25
2025-11-10,DA Daily Price Index,58.62,48.84,42.0,39.42,57.07,48.16,41.96,37.21
2025-11-11,DA Daily Price Index,58.19,48.71,42.6,39.42,56.92,48.39,42.29,37.25
2025-11-12,DA Daily Price Index,58.15,48.95,42.75,39.35,56.94,49.07,42.52,37.32
2025-11-13,DA Daily Price Index,58.4,48.98,41.75,39.42,56.88,48.69,42.35,37.28
2025-11-14,DA Daily Price Index,58.37,49.09,43.75,39.42,56.88,48.73,42.39,37.3
2025-11-15,DA Daily Price Index,58.42,49.29,47.5,39.42,56.88,48.73,42.39,37.3
2025-11-16,DA Daily Price Index,60.4,51.15,42.5,41.5,58.17,49.25,42.4,37.75
2025-11-17,DA Daily Price Index,58.59,49.55,45.09,39.05,56.54,48.72,42.87,37.54
2025-11-18,DA Daily Price Index,58.83,49.49,45.09,39.05,56.61,49.14,43.1,37.63
2025-11-19,DA Daily Price Index,58.83,49.49,45.09,39.05,56.61,49.14,43.1,37.63
2025-11-20,DA Daily Price Index,58.83,49.39,45.09,38.85,56.96,49.08,42.92,37.62
2025-11-21,DA Daily Price Index,58.83,49.57,45.09,38.85,56.94,49.13,43.0,37.62
2025-11-22,DA Daily Price Index,58.83,50.13,45.09,38.85,56.93,48.97,43.06,37.71
2025-11-23,DA Daily Price Index,59.2,49.44,44.25,39.25,57.4,49.4,44.11,38.33
2025-11-24,DA Daily Price Index,58.73,49.63,44.33,38.85,56.99,49.13,43.04,37.57
2025-11-25,DA Daily Price Index,59.19,49.67,44.33,38.85,57.19,49.37,43.12,37.74
2025-11-26,DA Daily Price Index,58.26,49.84,44.33,38.85,57.08,49.31,43.09,37.7
2025-11-27,DA Daily Price Index,59.19,50.02,44.33,38.85,57.08,49.39,43.11,37.66
2025-11-28,DA Daily Price Index,58.9,50.04,45.2,38.85,57.14,49.5,43.19,37.68
2025-11-29,DA Daily Price Index,58.86,49.94,44.33,38.67,57.23,49.91,43.34,37.81
2025-11-30,DA Daily Price Index,60.67,50.25,43.75,40.75,57.18,49.75,43.8,38.38
2025-12-01,DA Daily Price Index,58.96,49.95,45.33,38.85,57.26,49.76,43.36,38.29
2025-12-02,DA Daily Price Index,58.96,49.95,45.33,38.85,57.26,49.82,43.44,38.32
2025-12-03,DA Daily Price Index,58.96,49.95,45.33,38.81,57.26,49.73,43.44,38.32
2025-12-04,DA Daily Price Index,58.96,50.23,45.33,38.81,57.17,49.84,43.5,38.48
2025-12-05,DA Daily Price Index,59.0,50.28,44.75,38.81,57.16,49.71,43.5,38.11
2025-12-06,DA Daily Price Index,59.81,50.26,44.75,38.81,57.17,50.07,43.47,38.1
2025-12-07,DA Daily Price Index,61.8,50.17,45.0,40.75,57.4,49.58,43.27,39.29
2025-12-08,DA Daily Price Index,59.81,50.27,44.75,38.81,57.17,49.81,43.44,38.01
2025-12-09,DA Daily Price Index,59.71,50.11,44.75,38.95,57.33,49.88,43.48,38.15
2025-12-10,DA Daily Price Index,59.35,50.22,44.75,38.83,57.37,50.34,43.74,38.29
2025-12-11,DA Daily Price Index,59.19,50.24,44.75,38.83,57.37,50.34,43.74,38.29
2025-12-12,DA Daily Price Index,59.52,50.26,44.75,38.95,57.33,50.17,43.53,38.37
2025-12-13,DA Daily Price Index,59.41,50.26,44.75,39.1,57.29,49.74,43.39,38.23
2025-12-14,DA Daily Price Index,61.8,50.18,45.0,40.0,57.6,49.33,44.4,38.57
2025-12-15,DA Daily Price Index,59.52,50.23,44.78,38.95,57.59,50.1,43.61,38.53
2025-12-16,DA Daily Price Index,59.52,50.3,44.78,38.95,57.59,50.1,43.61,38.69
2025-12-17,DA Daily Price Index,59.66,50.18,44.78,38.95,57.67,50.25,43.59,38.75
2025-12-18,DA Daily Price Index,59.52,50.12,44.54,39.38,57.95,50.81,43.73,38.96
2025-12-19,DA Daily Price Index,59.66,50.28,44.54,39.38,57.76,50.77,43.72,38.95
2025-12-20,DA Daily Price Index,59.52,50.42,44.54,39.38,57.73,50.59,43.84,38.86
2025-12-21,DA Daily Price Index,60.8,49.78,44.5,41.0,58.4,50.36,43.78,39.75
2025-12-22,DA Daily Price Index,59.66,50.3,45.08,39.38,57.64,50.49,43.72,38.9
2025-12-23,DA Daily Price Index,59.52,50.31,45.08,39.38,57.62,50.42,43.76,38.89
2025-12-24,DA Daily Price Index,59.66,50.3,45.08,39.38,57.64,50.49,43.74,38.9
2025-12-25,DA Daily Price Index,59.14,50.44,45.08,39.29,57.58,50.7,43.86,38.91
2025-12-26,DA Daily Price Index,59.63,50.29,45.08,39.38,57.69,50.48,43.76,38.88
2025-12-27,DA Daily Price Index,59.14,50.57,45.08,39.29,57.73,50.85,44.21,39.04
2025-12-28,DA Daily Price Index,61.5,49.91,44.5,39.75,57.64,50.42,43.91,39.11
2025-12-29,DA Daily Price Index,59.84,50.18,45.36,39.47,57.76,50.73,43.89,38.86
2025-12-30,DA Daily Price Index,59.43,50.18,45.08,39.92,57.84,50.84,43.98,38.95
2025-12-31,DA Daily Price Index,59.48,50.3,45.08,39.38,57.67,50.41,43.78,38.88
